,price,MA_25,signal
2023-11-04 00:50:42,34661.19,34660.4676,buy
2023-11-04 00:50:43,34661.19,34660.5024,buy
2023-11-04 00:50:44,34661.18,34660.536400000005,buy
2023-11-04 00:50:45,34661.18,34660.5708,buy
2023-11-04 00:50:46,34661.19,34660.6052,buy
2023-11-04 00:50:47,34661.19,34660.6396,buy
2023-11-04 00:50:48,34661.19,34660.674399999996,buy
2023-11-04 00:50:49,34661.18,34660.7088,buy
2023-11-04 00:50:50,34661.18,34660.7428,buy
2023-11-04 00:50:51,34661.18,34660.777200000004,buy
2023-11-04 00:50:52,34661.19,34660.8116,buy
2023-11-04 00:50:53,34661.18,34660.846,buy
2023-11-04 00:50:54,34661.18,34660.88,buy
2023-11-04 00:50:55,34661.18,34660.914000000004,buy
2023-11-04 00:50:56,34661.19,34660.9488,buy
2023-11-04 00:50:57,34661.18,34660.9832,buy
2023-11-04 00:50:58,34661.18,34661.017199999995,buy
2023-11-04 00:50:59,34661.19,34661.0428,buy
2023-11-04 00:51:00,34661.18,34661.0684,buy
2023-11-04 00:51:01,34661.18,34661.0916,buy
2023-11-04 00:51:02,34661.18,34661.1148,buy
2023-11-04 00:51:03,34661.19,34661.138399999996,buy
2023-11-04 00:51:04,34661.19,34661.1616,buy
2023-11-04 00:51:05,34661.18,34661.1844,sell
2023-11-04 00:51:06,34662.57,34661.2396,buy
2023-11-04 00:51:07,34662.84,34661.3056,buy
2023-11-04 00:51:08,34662.84,34661.3716,buy
2023-11-04 00:51:09,34662.84,34661.437999999995,buy
2023-11-04 00:51:10,34662.83,34661.504,buy
2023-11-04 00:51:11,34662.83,34661.5696,buy
2023-11-04 00:51:12,34662.84,34661.6356,buy
2023-11-04 00:51:13,34662.84,34661.7016,buy
2023-11-04 00:51:14,34662.84,34661.768000000004,buy
2023-11-04 00:51:15,34662.84,34661.8344,buy
2023-11-04 00:51:16,34662.84,34661.900799999996,buy
2023-11-04 00:51:17,34662.83,34661.966400000005,buy
2023-11-04 00:51:18,34662.83,34662.0324,buy
2023-11-04 00:51:19,34662.83,34662.098399999995,buy
2023-11-04 00:51:20,34662.84,34662.1648,buy
2023-11-04 00:51:21,34662.84,34662.2308,buy
2023-11-04 00:51:22,34660.93,34662.2208,sell
2023-11-04 00:51:23,34660.93,34662.2108,sell
2023-11-04 00:51:24,34659.44,34662.1408,sell
2023-11-04 00:51:25,34659.44,34662.0712,sell
2023-11-04 00:51:26,34659.44,34662.0016,sell
2023-11-04 00:51:27,34659.44,34661.932,sell
2023-11-04 00:51:28,34659.44,34661.862,sell
2023-11-04 00:51:29,34659.43,34661.7916,sell
2023-11-04 00:51:30,34659.44,34661.722,sell
2023-11-04 00:51:31,34659.44,34661.5968,sell
2023-11-04 00:51:32,34659.44,34661.4608,sell
2023-11-04 00:51:33,34659.43,34661.3244,sell
2023-11-04 00:51:34,34659.43,34661.188,sell
2023-11-04 00:51:35,34659.43,34661.051999999996,sell
2023-11-04 00:51:36,34659.44,34660.9164,sell
2023-11-04 00:51:37,34659.44,34660.7804,sell
2023-11-04 00:51:38,34659.44,34660.6444,sell
2023-11-04 00:51:39,34659.44,34660.5084,sell
2023-11-04 00:51:40,34659.43,34660.372,sell
2023-11-04 00:51:41,34659.44,34660.236000000004,sell
2023-11-04 00:51:42,34659.43,34660.1,sell
2023-11-04 00:51:43,34659.43,34659.96400000001,sell
2023-11-04 00:51:44,34659.44,34659.8284,sell
2023-11-04 00:51:45,34659.44,34659.6924,sell
2023-11-04 00:51:46,34659.44,34659.5564,sell
2023-11-04 00:51:47,34659.43,34659.4964,sell
2023-11-04 00:51:48,34659.43,34659.4364,sell
2023-11-04 00:51:49,34659.44,34659.4364,buy
2023-11-04 00:51:50,34659.43,34659.436,sell
2023-11-04 00:51:51,34659.43,34659.4356,sell
2023-11-04 00:51:52,34659.44,34659.4356,buy
2023-11-04 00:51:53,34659.43,34659.4352,sell
2023-11-04 00:51:54,34659.43,34659.4352,sell
2023-11-04 00:51:55,34659.43,34659.4348,sell
2023-11-04 00:51:56,34659.43,34659.434400000006,sell
2023-11-04 00:51:57,34659.43,34659.434,sell
2023-11-04 00:51:58,34659.43,34659.434,sell
2023-11-04 00:51:59,34659.43,34659.434,sell
2023-11-04 00:52:00,34657.93,34659.374,sell
2023-11-04 00:52:02,34657.92,34659.3132,sell
2023-11-04 00:52:03,34657.93,34659.2528,sell
2023-11-04 00:52:04,34657.92,34659.192,sell
2023-11-04 00:52:05,34657.92,34659.1312,sell
2023-11-04 00:52:06,34657.92,34659.0708,sell
2023-11-04 00:52:07,34657.92,34659.01,sell
2023-11-04 00:52:08,34657.92,34658.9496,sell
2023-11-04 00:52:09,34657.93,34658.8896,sell
2023-11-04 00:52:10,34657.92,34658.828799999996,sell
2023-11-04 00:52:11,34657.92,34658.768,sell
2023-11-04 00:52:12,34657.92,34658.707200000004,sell
2023-11-04 00:52:13,34657.92,34658.646799999995,sell
2023-11-04 00:52:14,34657.92,34658.5864,sell
2023-11-04 00:52:15,34657.92,34658.52559999999,sell
2023-11-04 00:52:16,34657.93,34658.4656,sell
2023-11-04 00:52:17,34657.92,34658.4052,sell
2023-11-04 00:52:18,34657.93,34658.3448,sell
2023-11-04 00:52:19,34657.93,34658.2848,sell
2023-11-04 00:52:20,34657.92,34658.2244,sell
2023-11-04 00:52:21,34657.92,34658.164,sell
2023-11-04 00:52:22,34657.92,34658.1036,sell
2023-11-04 00:52:23,34657.92,34658.0432,sell
2023-11-04 00:52:24,34657.92,34657.9828,sell
2023-11-04 00:52:26,34657.93,34657.9228,buy
2023-11-04 00:52:27,34657.92,34657.922399999996,sell
2023-11-04 00:52:28,34657.93,34657.9228,buy
2023-11-04 00:52:29,34657.93,34657.9228,buy
2023-11-04 00:52:30,34657.93,34657.9232,buy
2023-11-04 00:52:31,34657.93,34657.9236,buy
2023-11-04 00:52:32,34657.93,34657.924,buy
2023-11-04 00:52:33,34657.93,34657.924399999996,buy
2023-11-04 00:52:34,34657.93,34657.9248,buy
2023-11-04 00:52:35,34657.93,34657.9248,buy
2023-11-04 00:52:36,34658.57,34657.9508,buy
2023-11-04 00:52:37,34658.63,34657.9792,buy
2023-11-04 00:52:38,34658.63,34658.0076,buy
2023-11-04 00:52:39,34658.63,34658.036,buy
2023-11-04 00:52:40,34658.63,34658.0644,buy
2023-11-04 00:52:41,34659.0,34658.1076,buy
2023-11-04 00:52:43,34659.0,34658.1504,buy
2023-11-04 00:52:44,34658.99,34658.1932,buy
2023-11-04 00:52:46,34659.0,34658.236000000004,buy
2023-11-04 00:52:47,34658.99,34658.278399999996,buy
2023-11-04 00:52:48,34669.77,34658.752400000005,buy
2023-11-04 00:52:49,34670.0,34659.2356,buy
2023-11-04 00:52:50,34670.0,34659.7188,buy
2023-11-04 00:52:51,34669.99,34660.2016,buy
2023-11-04 00:52:52,34670.0,34660.6848,buy
2023-11-04 00:52:53,34670.0,34661.1676,buy
2023-11-04 00:52:54,34670.0,34661.6508,buy
2023-11-04 00:52:55,34670.0,34662.1336,buy
2023-11-04 00:52:56,34669.99,34662.616,buy
2023-11-04 00:52:57,34669.99,34663.098399999995,buy
2023-11-04 00:52:58,34670.0,34663.5812,buy
2023-11-04 00:52:59,34669.99,34664.0636,buy
2023-11-04 00:53:00,34670.0,34664.5464,buy
2023-11-04 00:53:02,34670.01,34665.0296,buy
2023-11-04 00:53:04,34672.14,34665.598,buy
2023-11-04 00:53:05,34672.13,34666.140400000004,buy
2023-11-04 00:53:06,34672.13,34666.6804,buy
2023-11-04 00:53:07,34672.14,34667.2208,buy
2023-11-04 00:53:08,34672.14,34667.76119999999,buy
2023-11-04 00:53:09,34672.14,34668.3016,buy
2023-11-04 00:53:10,34672.14,34668.8272,buy
2023-11-04 00:53:11,34672.14,34669.3528,buy
2023-11-04 00:53:12,34672.14,34669.8788,buy
2023-11-04 00:53:13,34672.14,34670.4044,buy
2023-11-04 00:53:14,34673.68,34670.992,buy
2023-11-04 00:53:15,34675.29,34671.2128,buy
2023-11-04 00:53:16,34675.29,34671.424399999996,buy
2023-11-04 00:53:17,34675.29,34671.636,buy
2023-11-04 00:53:18,34675.29,34671.848,buy
2023-11-04 00:53:19,34675.28,34672.059199999996,buy
2023-11-04 00:53:20,34675.28,34672.2704,buy
2023-11-04 00:53:21,34675.28,34672.4816,buy
2023-11-04 00:53:22,34675.28,34672.6928,buy
2023-11-04 00:53:23,34675.28,34672.9044,buy
2023-11-04 00:53:24,34675.28,34673.116,buy
2023-11-04 00:53:25,34675.28,34673.3272,buy
2023-11-04 00:53:26,34675.29,34673.5392,buy
2023-11-04 00:53:27,34675.28,34673.7504,buy
2023-11-04 00:53:28,34675.28,34673.9612,buy
2023-11-04 00:53:29,34675.29,34674.087199999994,buy
2023-11-04 00:53:30,34675.29,34674.213599999995,buy
2023-11-04 00:53:31,34675.29,34674.34,buy
2023-11-04 00:53:32,34675.28,34674.4656,buy
2023-11-04 00:53:33,34675.28,34674.5912,buy
2023-11-04 00:53:34,34675.28,34674.7168,buy
2023-11-04 00:53:35,34675.29,34674.842800000006,buy
2023-11-04 00:53:36,34675.29,34674.9688,buy
2023-11-04 00:53:37,34675.93,34675.1204,buy
2023-11-04 00:53:38,34676.17,34675.281599999995,buy
2023-11-04 00:53:39,34676.51,34675.3948,buy
2023-11-04 00:53:40,34676.68,34675.4504,buy
2023-11-04 00:53:41,34678.43,34675.575999999994,buy
2023-11-04 00:53:42,34678.43,34675.7016,buy
2023-11-04 00:53:43,34678.43,34675.8272,buy
2023-11-04 00:53:44,34678.43,34675.953199999996,buy
2023-11-04 00:53:45,34678.44,34676.0796,buy
2023-11-04 00:53:46,34678.43,34676.2056,buy
